date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:25	1517/1517	---M--	200	added ('OK')	image/gif	etag:%2256881716-5ed%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/owl.carousel/owl-carousel/AjaxLoader.gif	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/owl.carousel/owl-carousel/AjaxLoader.gif	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/owl.carousel/owl-carousel/owl.theme.css?ver=1.0.0)
12:45:27	1060/1060	---M--	200	added ('OK')	image/png	etag:%225688159d-424%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/hr1.png	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/hr1.png	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:45:28	4286/4286	---M--	200	added ('OK')	text/html	etag:%2210be-5285dfc266ec0%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/projects2.cur	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/projects2.html	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:45:28	4286/4286	---M--	200	added ('OK')	text/html	etag:%2210be-5285dfc172c80%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/projects.cur	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/projects.html	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:45:36	64026/64026	---M--	200	added ('OK')	image/png	etag:%2256881582-fa1a%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg-card2.png	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg-card2.png	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:45:37	54673/54673	---M--	200	added ('OK')	image/png	etag:%225688157f-d591%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg-btn.png	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg-btn.png	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:45:39	71498/71498	---M--	200	added ('OK')	image/jpeg	etag:%225663c241-1174a%22	http://wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/team2.jpg	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/team2.jpg	(from http://wp1.themexlab.com/wp/cards/)
12:45:42	780/780	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=133	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index8619.html	(from http://wp1.themexlab.com/wp/cards/?p=133)
12:45:45	770/770	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=129	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexb4d0.html	(from http://wp1.themexlab.com/wp/cards/?p=129)
12:45:46	12459/12459	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:45:43%20GMT	http://wp1.themexlab.com/wp/cards/?p=127	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index9751.html	(from http://wp1.themexlab.com/wp/cards/?p=129)
12:45:48	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-5285e0b873340%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/bootstrap/css/bootstrap.min.css?ver=1.0.0)
12:46:04	138204/138204	---M--	200	added ('OK')	application/x-font-ttf	etag:%2221bdc-5285e0e35d880%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.4.0	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/font-awesome/fonts/fontawesome-webfont93e3.ttf	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/font-awesome/css/font-awesome.min.css?ver=1.0.0)
12:46:30	546335/546335	---M--	200	added ('OK')	image/jpeg	etag:%225662b68a-8561f%22	http://wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/p3.jpg	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/p3.jpg	(from http://wp1.themexlab.com/wp/cards/)
12:46:50	1136590/1136590	---M--	200	added ('OK')	image/jpeg	etag:%2256881590-1157ce%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg1.jpg	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/img/bg1.jpg	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/style.css?ver=1.0.0)
12:46:55	778/778	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=135	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index227b.html	(from http://wp1.themexlab.com/wp/cards/?p=135)
12:46:55	784/784	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=131	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexe244.html	(from http://wp1.themexlab.com/wp/cards/?p=131)
12:46:58	12475/12475	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:46:56%20GMT	http://wp1.themexlab.com/wp/cards/?p=125	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index5070.html	(from http://wp1.themexlab.com/wp/cards/?p=127)
12:46:59	772/772	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=127	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index1441.html	(from http://wp1.themexlab.com/wp/cards/?p=127)
12:46:59	7303/7303	---M--	200	added ('OK')	image/gif	etag:%2256881743-1c87%22	http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/nivo-lightbox/themes/default/loading.gif	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/nivo-lightbox/themes/default/loading.gif	(from http://wp1.themexlab.com/wp/cards/wp-content/themes/cards/vendor/nivo-lightbox/themes/default/default.css?ver=1.0.0)
12:47:06	165345/165345	---M--	200	added ('OK')	image/jpeg	etag:%22568ce20d-285e1%22	http://wp1.themexlab.com/wp/cards/wp-content/uploads/2016/01/blog4.jpg	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/uploads/2016/01/blog4.jpg	(from http://wp1.themexlab.com/wp/cards/?p=127)
12:47:32	805128/805128	---M--	200	added ('OK')	image/jpeg	etag:%225662b6c0-c4908%22	http://wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/p2.jpg	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/wp-content/uploads/2015/12/p2.jpg	(from http://wp1.themexlab.com/wp/cards/)
12:47:33	17755/17755	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:33%20GMT	http://wp1.themexlab.com/wp/cards/?p=119	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index7737.html	(from http://wp1.themexlab.com/wp/cards/?p=125)
12:47:33	776/776	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=125	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexcd88.html	(from http://wp1.themexlab.com/wp/cards/?p=125)
12:47:35	17803/17803	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:34%20GMT	http://wp1.themexlab.com/wp/cards/?p=119&replytocom=2	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index433b.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:35	17803/17803	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:34%20GMT	http://wp1.themexlab.com/wp/cards/?p=119&replytocom=3	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index941d.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:36	12499/12499	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:34%20GMT	http://wp1.themexlab.com/wp/cards/?p=112	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index8820.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:36	17803/17803	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:36%20GMT	http://wp1.themexlab.com/wp/cards/?p=119&replytocom=4	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index34f9.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:36	17803/17803	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:36%20GMT	http://wp1.themexlab.com/wp/cards/?p=119&replytocom=5	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexdc22.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:38	2608/2608	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=119	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index880a.html	(from http://wp1.themexlab.com/wp/cards/?p=119)
12:47:39	780/780	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=112	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index69dd.html	(from http://wp1.themexlab.com/wp/cards/?p=112)
12:47:39	12499/12499	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:39%20GMT	http://wp1.themexlab.com/wp/cards/?p=109	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexe887.html	(from http://wp1.themexlab.com/wp/cards/?p=112)
12:47:40	12463/12463	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:40%20GMT	http://wp1.themexlab.com/wp/cards/?p=106	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index153d.html	(from http://wp1.themexlab.com/wp/cards/?p=109)
12:47:40	784/784	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=109	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index2f6a.html	(from http://wp1.themexlab.com/wp/cards/?p=109)
12:47:41	12459/12459	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:41%20GMT	http://wp1.themexlab.com/wp/cards/?p=103	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/indexe6f0.html	(from http://wp1.themexlab.com/wp/cards/?p=106)
12:47:41	770/770	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=106	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index0b9d.html	(from http://wp1.themexlab.com/wp/cards/?p=106)
12:47:42	12328/12328	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202016%2009:47:42%20GMT	http://wp1.themexlab.com/wp/cards/?p=100	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index3f5a.html	(from http://wp1.themexlab.com/wp/cards/?p=103)
12:47:42	772/772	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=103	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index19d7.html	(from http://wp1.themexlab.com/wp/cards/?p=103)
12:47:43	776/776	---MC-	200	added ('OK')	application/rss+xml	etag:%22acbe69a02fb538aa3fa00ecca2ce4d61%22	http://wp1.themexlab.com/wp/cards/?feed=rss2&p=100	C:/My%20Web%20Sites/portfolio%202%20simple/wp1.themexlab.com/wp/cards/index78b2.html	(from http://wp1.themexlab.com/wp/cards/?p=100)
